Node ID,PageRank
70,2.8418084873716926e-05
2005,2.8403278325579112e-05
5979,2.8399104288359243e-05
931,2.839709110083796e-05
6217,2.8392548666953364e-05
3949,2.8382787690267552e-05
1190,2.8380670062255514e-05
1474,2.8361711632054955e-05
3300,2.8360500043081397e-05
6933,2.8355482197672364e-05
1441,2.8354578025953633e-05
4556,2.835307494410516e-05
722,2.83488916225826e-05
2516,2.83474968461539e-05
3654,2.833915185812728e-05
4098,2.833684026436965e-05
1998,2.8332703990792252e-05
2236,2.8329806057627938e-05
3914,2.832901337435793e-05
172,2.832758090985161e-05
6294,2.8326525066479078e-05
240,2.8326384574605955e-05
2782,2.832360458705076e-05
1384,2.832330758800962e-05
5799,2.8319390128870863e-05
641,2.831888986794847e-05
105,2.831540678081572e-05
8981,2.8306173077217153e-05
97,2.830147326824426e-05
4738,2.8298590264912485e-05
1344,2.8292611976325958e-05
2014,2.8291886987184758e-05
3255,2.8284004257756398e-05
6876,2.8274047991908713e-05
468,2.8268689241954974e-05
3120,2.826710286671827e-05
8185,2.8258641275827812e-05
2323,2.8256245720613644e-05
9375,2.824264873266636e-05
3029,2.823537414992162e-05
1629,2.8235011593311543e-05
10079,2.8229287275821817e-05
1227,2.822758551041937e-05
4548,2.8227151608374823e-05
224,2.822285030645274e-05
10354,2.8222563201134846e-05
9554,2.8219863426814254e-05
4549,2.8216697183646273e-05
7943,2.8215438146263923e-05
589,2.821502879377159e-05
779,2.8207589315756055e-05
8074,2.8206428413191953e-05
2383,2.819904297938412e-05
5000,2.819335264509465e-05
9716,2.819334454676216e-05
9792,2.8193235695069618e-05
4028,2.8177521050633573e-05
3677,2.817344747370667e-05
6184,2.8173067275054162e-05
4086,2.8168204252076873e-05
3794,2.8165333104792754e-05
1047,2.8156779153102937e-05
1317,2.814856159952177e-05
3925,2.8136293853761412e-05
1328,2.81277589554931e-05
371,2.8124412588830092e-05
1513,2.8124368650185652e-05
3727,2.8122626360739072e-05
103,2.8116699110960976e-05
256,2.811584881314484e-05
4355,2.8113641118949765e-05
1235,2.811331089308764e-05
1639,2.81060278162212e-05
3514,2.809959148601409e-05
7731,2.8092604653850038e-05
2071,2.8092527454240313e-05
9561,2.809211160592184e-05
2017,2.8088614590676006e-05
4665,2.808746122928488e-05
5396,2.8083581396904062e-05
488,2.8079544634570218e-05
622,2.807627900374703e-05
2193,2.8075546981954594e-05
1665,2.8073608401523145e-05
307,2.8072173421898754e-05
8531,2.8039049908478565e-05
1366,2.8032958562722977e-05
320,2.8029588991242774e-05
1414,2.802736763684243e-05
4703,2.8025323739803788e-05
6243,2.8022427707482797e-05
1171,2.8019155575629057e-05
2262,2.8006495222092835e-05
1673,2.8004776838015273e-05
2686,2.8003476890141634e-05
502,2.799095089085156e-05
2945,2.7974073250304944e-05
777,2.7973855678990657e-05
2846,2.796316159295343e-05
2847,2.796316159295343e-05
787,2.7960787257343283e-05
4358,2.796011802501629e-05
2528,2.794328750616459e-05
6937,2.7941368380858098e-05
169,2.794130725094212e-05
8936,2.79265565698116e-05
10081,2.791823179694435e-05
6077,2.7917709704562287e-05
2475,2.7912322463514536e-05
2830,2.7907315656475705e-05
1548,2.7906898603371977e-05
1813,2.7898178869241965e-05
5391,2.7896464534462805e-05
3292,2.7893602491484036e-05
4696,2.7887936881710808e-05
150,2.7881981607170503e-05
9144,2.7877788951510636e-05
4819,2.7874490000524982e-05
3010,2.7873905519009008e-05
2912,2.786327221764338e-05
1692,2.7858284527856615e-05
963,2.7854440760085047e-05
2499,2.7852607720190533e-05
264,2.785253640036069e-05
8120,2.7851545028901092e-05
1393,2.7849905101051033e-05
10096,2.784035962927992e-05
5201,2.784010713581114e-05
1228,2.7839921875023044e-05
2250,2.783259713194974e-05
2589,2.7831078598224254e-05
4245,2.782424209665837e-05
8997,2.7811655205454164e-05
9646,2.7803486568961864e-05
10402,2.7803178105561052e-05
9147,2.7801185714618824e-05
543,2.779514636409663e-05
289,2.778622795313217e-05
5325,2.778249864863492e-05
3719,2.778141025083545e-05
7453,2.7780285999112635e-05
5152,2.777936554027657e-05
925,2.7778936484890453e-05
9152,2.777048399879144e-05
1848,2.775650917589218e-05
7338,2.775583570959102e-05
4171,2.7754034321369252e-05
9806,2.7753337511505164e-05
5675,2.7750284220292596e-05
581,2.7738102016750734e-05
3790,2.7736424926426138e-05
9414,2.7722840117958575e-05
871,2.7719742563381058e-05
1419,2.7709224501375886e-05
363,2.7706150232427642e-05
7122,2.770287528551599e-05
4759,2.7701367210264147e-05
234,2.7697729965773038e-05
249,2.769469216154677e-05
3829,2.7682709706654654e-05
2458,2.7678974588053033e-05
912,2.7676439208508746e-05
5010,2.7671058287701793e-05
3690,2.7657769069378165e-05
2388,2.765717838628374e-05
8876,2.765543441640004e-05
273,2.7635818529905658e-05
1316,2.7635448031201713e-05
1168,2.7628239290746615e-05
6405,2.7624552126607616e-05
4649,2.7623865521322486e-05
4303,2.7621338623497053e-05
3662,2.7601103875564335e-05
4490,2.7598408823203595e-05
2022,2.7592190755185762e-05
3078,2.7584109854916185e-05
1423,2.7583018833064577e-05
841,2.758145248777394e-05
6031,2.757518082353909e-05
558,2.757242431727404e-05
7205,2.756978043440898e-05
1336,2.756014143951789e-05
2350,2.7555896106568096e-05
3001,2.754451755841581e-05
2048,2.754077926308685e-05
1145,2.7534581609527545e-05
1467,2.7531767928270118e-05
5631,2.752675957192024e-05
6587,2.7522519306290968e-05
5021,2.7514294298528372e-05
7045,2.7506708310761515e-05
5028,2.7504182462974078e-05
4772,2.750312989329169e-05
4411,2.7498183886147642e-05
1846,2.7496045880247446e-05
1581,2.749571424491528e-05
1827,2.7481584719688565e-05
2359,2.7481097264677415e-05
3735,2.747792284537507e-05
461,2.7473391175555272e-05
3373,2.747325936372648e-05
9981,2.747301394252564e-05
5215,2.7469217867867597e-05
2806,2.7467943226743872e-05
5139,2.7467136518653397e-05
2294,2.7466105290482737e-05
2295,2.7466105290482737e-05
2296,2.7466105290482737e-05
2182,2.74603449564524e-05
1638,2.7453193090302512e-05
2978,2.744024989637432e-05
618,2.7438135375624878e-05
652,2.7432103179634105e-05
1676,2.7427620890044335e-05
2339,2.7419323886559743e-05
4715,2.7413707192814078e-05
2608,2.741283098949531e-05
4045,2.7402132878238577e-05
7267,2.7396701751544352e-05
3354,2.7383462538571323e-05
2665,2.7380459173281183e-05
2909,2.737416674745856e-05
3016,2.7370655517587216e-05
108,2.7363379740107454e-05
1954,2.7345465943430506e-05
1372,2.734546541993676e-05
3627,2.7344156837107582e-05
6638,2.7343097867470637e-05
6416,2.7333196740629096e-05
4383,2.7325189739827277e-05
5130,2.732381369605083e-05
2404,2.7309506803499028e-05
1239,2.730791423733851e-05
4688,2.7305158008463014e-05
2865,2.7301942620165755e-05
2984,2.7298274500533342e-05
897,2.7291685153283453e-05
719,2.728058603698119e-05
2599,2.7276938122896322e-05
3960,2.7271223285447407e-05
2872,2.7264611967930397e-05
4764,2.725657175786165e-05
2456,2.7254827080093866e-05
1893,2.7228857942919396e-05
2449,2.722684734593674e-05
9752,2.7226172587632126e-05
3287,2.721112662272917e-05
2467,2.7209134785596702e-05
4441,2.720648919769129e-05
3210,2.7205370064923263e-05
5118,2.7203917159728837e-05
2680,2.720254223693563e-05
527,2.7202320259367696e-05
4717,2.7201601071680295e-05
3649,2.7200567155948362e-05
3396,2.719168879912733e-05
1179,2.7191674202162676e-05
5742,2.7189418571198027e-05
2009,2.7178472256939893e-05
6222,2.7175361937251843e-05
948,2.717379496659166e-05
877,2.7173068197959282e-05
8086,2.7166897268556056e-05
6247,2.7162984131384812e-05
2595,2.716176368500007e-05
1611,2.7158237357240836e-05
1820,2.7155965328628397e-05
5787,2.7147409271780633e-05
9600,2.7140355995860856e-05
2734,2.7138984964135383e-05
2394,2.7133559160807425e-05
9153,2.7131361153224942e-05
10040,2.7119518910513926e-05
5719,2.710774577480994e-05
3199,2.710425872247893e-05
3912,2.7099627704550697e-05
4218,2.7098737726914812e-05
4005,2.7098447199811135e-05
8320,2.7084403886629606e-05
10070,2.707740515908462e-05
718,2.7075383145988177e-05
198,2.707275260451945e-05
6038,2.705619278542366e-05
4190,2.704451977029486e-05
1022,2.7041344849046658e-05
2098,2.7034093730089342e-05
7883,2.7034061862642652e-05
45,2.7033635998217263e-05
4281,2.70226037640579e-05
145,2.702163067975265e-05
8933,2.7020357351391942e-05
5327,2.70155328019543e-05
922,2.701169819736958e-05
4862,2.7010467721136053e-05
1105,2.7005185389156056e-05
8695,2.7004585903986197e-05
2545,2.6999578446016306e-05
416,2.6999485441441788e-05
1689,2.6997887840903545e-05
2273,2.699762556536341e-05
1435,2.699568256049911e-05
7849,2.6993527742058676e-05
6734,2.6991501328522518e-05
1432,2.6976713941443e-05
2051,2.6973976673935345e-05
3761,2.6969107615177117e-05
9770,2.6963124851961678e-05
5791,2.6959977259463745e-05
5651,2.695879906224287e-05
2521,2.695642887707218e-05
10505,2.6951302961406715e-05
1975,2.6950724285504762e-05
3982,2.6947835349729217e-05
9467,2.694109506035133e-05
1786,2.6939276938967947e-05
2237,2.693643505126939e-05
10386,2.6934604551619604e-05
2522,2.693425743457546e-05
5143,2.692912811736542e-05
3353,2.692459533679708e-05
3019,2.692404078048541e-05
8984,2.6923930447948086e-05
4386,2.692363317674864e-05
9286,2.6923541631710724e-05
2044,2.6920745977990744e-05
8622,2.6919580502136365e-05
1852,2.691751490052163e-05
3070,2.691670139346586e-05
3529,2.6916102096889846e-05
3723,2.6912115371717214e-05
2231,2.6911698882088147e-05
7417,2.690856211421044e-05
6248,2.6907930803232076e-05
4099,2.6907007755523446e-05
3213,2.690329682019962e-05
9197,2.6902742157804946e-05
233,2.690244144232463e-05
10804,2.6886620568029272e-05
3429,2.687768731604504e-05
6169,2.687039775016808e-05
2176,2.686862763018366e-05
3320,2.686850361964807e-05
2498,2.6860086615680113e-05
10164,2.685803031403147e-05
479,2.685534852554514e-05
136,2.6849379451418583e-05
1134,2.6849353185522945e-05
247,2.6849290958071265e-05
1627,2.6848493483598895e-05
40,2.682594402659391e-05
10399,2.6810427531277744e-05
421,2.6809566851134676e-05
5759,2.6807678601881142e-05
1892,2.680736483071869e-05
2722,2.6805212940516838e-05
886,2.6802544762070047e-05
6150,2.6799249552818885e-05
2699,2.6797193282865083e-05
1405,2.679709252498127e-05
6215,2.6795197505430976e-05
2760,2.6793278030405226e-05
2156,2.6792645980501902e-05
6401,2.6787893911336682e-05
1997,2.677388347975671e-05
9997,2.6769718065157906e-05
1982,2.6767976255689878e-05
6118,2.6767404381792127e-05
685,2.6767006881061425e-05
9139,2.6765729882140175e-05
3985,2.6761156692788285e-05
1012,2.675944920548089e-05
5503,2.6754485540134715e-05
9447,2.674923188953552e-05
9918,2.6744713976827123e-05
4466,2.6739975077566083e-05
5033,2.6738034309936593e-05
3595,2.673667355722055e-05
8330,2.673197340902494e-05
2207,2.6730545919973733e-05
1807,2.6729770256993354e-05
10584,2.672945872900691e-05
1305,2.6728024648065048e-05
10799,2.672580199176154e-05
907,2.6715879259383635e-05
3068,2.6714645978931847e-05
8235,2.6712937443898466e-05
10145,2.671070426894046e-05
4097,2.671032331696567e-05
8858,2.6693469539980783e-05
516,2.6693407654618653e-05
2378,2.669258192648429e-05
7419,2.6691882914453333e-05
4593,2.6677523666567787e-05
7497,2.6670856865808004e-05
1861,2.6665881362133554e-05
6994,2.66627905279235e-05
1314,2.665932846848119e-05
8940,2.665698528471643e-05
8898,2.665516390309092e-05
8625,2.6652059199304416e-05
1856,2.664639391196948e-05
365,2.6641329716914607e-05
3658,2.6638727750498398e-05
10877,2.663540118916407e-05
10223,2.6630084562747234e-05
9033,2.6626639282254438e-05
1582,2.662584790378332e-05
7404,2.6625782432883265e-05
3629,2.6625752068689643e-05
9833,2.6617794894070176e-05
5498,2.6617051725217313e-05
10810,2.661273419076708e-05
6462,2.6607808560986548e-05
10320,2.6607501260873478e-05
10707,2.6607295855450495e-05
10353,2.660480655302304e-05
10168,2.6604633139757773e-05
10638,2.6604152404966385e-05
5615,2.660078943594195e-05
2271,2.659717378348384e-05
9927,2.6596054385803607e-05
6731,2.657933562714491e-05
526,2.655634064947611e-05
6787,2.6551077839795546e-05
6409,2.655094831304709e-05
1719,2.6549050171454362e-05
2531,2.6545251172594294e-05
1705,2.654140177495386e-05
2220,2.6537222994875427e-05
2311,2.6533467527302742e-05
3067,2.6532902149820925e-05
5002,2.653027156868212e-05
3812,2.652971185383502e-05
5600,2.651917788644993e-05
2143,2.651203223815024e-05
209,2.6505825927685617e-05
1430,2.6504142025866405e-05
6242,2.650224724814308e-05
6353,2.650198060142143e-05
7096,2.649508632675003e-05
2857,2.6489551816779042e-05
4394,2.648779719884952e-05
5841,2.6484816198985324e-05
2318,2.648039403583188e-05
1321,2.6476699444188266e-05
2050,2.6466183265736747e-05
2486,2.6463578718668562e-05
1732,2.6450177469947882e-05
3961,2.644764554797388e-05
5686,2.6442645421381164e-05
1036,2.643920860176082e-05
2244,2.643076293387658e-05
8526,2.643070617332289e-05
369,2.642144401299538e-05
5337,2.641250920770782e-05
605,2.6410817511599838e-05
1609,2.640618551232468e-05
451,2.6394673852850274e-05
1515,2.638908107457644e-05
4002,2.638788725334729e-05
5046,2.63876237688274e-05
1224,2.6384720984047485e-05
8068,2.638396883562872e-05
4095,2.6369736015058095e-05
3314,2.636288723470235e-05
6407,2.6358509311142157e-05
373,2.6348534699307467e-05
1780,2.6348496293628134e-05
4432,2.6346754495706914e-05
1950,2.6344542055600798e-05
2950,2.6335264210457133e-05
3651,2.632885321874811e-05
3148,2.6325806227141488e-05
2319,2.6325617692770193e-05
1191,2.6314993691040895e-05
3316,2.6314277438955225e-05
878,2.6312566891549712e-05
3221,2.6304040602900373e-05
84,2.6302953598882523e-05
3145,2.6301741919684513e-05
450,2.62986043348506e-05
2798,2.629265755908273e-05
3901,2.6280399591983945e-05
4333,2.6280192459675718e-05
7399,2.6276249362706587e-05
3946,2.6274447161722675e-05
2998,2.6271342463763463e-05
7343,2.626899160490213e-05
5707,2.626562356240725e-05
6093,2.6258697790898348e-05
1027,2.625492449467464e-05
2493,2.6254035047462406e-05
7521,2.624188752424433e-05
2855,2.622871484452866e-05
892,2.621852411225733e-05
6470,2.621633706184753e-05
2922,2.6216237314487026e-05
476,2.621172802113581e-05
2574,2.6210896763122617e-05
1018,2.621032932474416e-05
1599,2.6208792523960887e-05
5630,2.6206453125208277e-05
1142,2.6205980896099307e-05
5001,2.620547579326384e-05
8215,2.62040188640228e-05
2752,2.6203621486982462e-05
3791,2.6198866381490457e-05
2213,2.6196689971981413e-05
4775,2.618592946399477e-05
1111,2.6184234946751492e-05
3601,2.617200088457941e-05
5560,2.6171667602032884e-05
853,2.6170121297503686e-05
5976,2.61677061942009e-05
4244,2.6166755074060717e-05
4125,2.6161148672446935e-05
7369,2.6157150641773395e-05
7651,2.615662318161497e-05
2946,2.6155922011894292e-05
3907,2.61529842450527e-05
2720,2.6152294679294288e-05
1788,2.614597233055929e-05
4985,2.613676692871158e-05
4566,2.6134432862471362e-05
1862,2.612772499200436e-05
1680,2.612476836276669e-05
3997,2.6105908640776798e-05
3835,2.609605428248757e-05
1375,2.609394541748801e-05
5699,2.6085696854094e-05
7629,2.6085308924432014e-05
3100,2.6082357628597186e-05
4750,2.60702598211936e-05
1899,2.6065346177206454e-05
2555,2.6058366115299563e-05
5770,2.605630093000761e-05
1592,2.6052693493530255e-05
7361,2.605132764724607e-05
6703,2.604631192490732e-05
3421,2.6045302466390176e-05
4233,2.603962306781126e-05
1426,2.603797709736973e-05
1740,2.6036613877700713e-05
226,2.6035865523642324e-05
80,2.6032227778742398e-05
3413,2.6029334504668882e-05
37,2.6028414754198754e-05
7963,2.6027559780313347e-05
6918,2.6027029264388852e-05
3631,2.60264512465551e-05
2153,2.6017595377722958e-05
4634,2.601397564536045e-05
5885,2.6012859146251864e-05
2751,2.600020461364165e-05
20,2.5989371038281244e-05
6339,2.5981492676898147e-05
3426,2.5967688572907874e-05
3178,2.596666844276083e-05
4975,2.596201802729925e-05
7315,2.596031783230138e-05
2871,2.5956252284866094e-05
2907,2.595317635282047e-05
2483,2.5951412211162776e-05
1931,2.594669586763227e-05
383,2.5946183763907186e-05
4973,2.5944626518990097e-05
531,2.5934652693033192e-05
2590,2.5932671496221625e-05
2721,2.59198739278633e-05
4610,2.5918550579699343e-05
5343,2.5916497813219246e-05
477,2.5915655199360138e-05
5360,2.5914249362786038e-05
1363,2.5905532985446654e-05
4147,2.5903730252708955e-05
280,2.5897013365195364e-05
5,2.589474324445027e-05
6468,2.5890732071734705e-05
3626,2.589002511194739e-05
1067,2.5881662448255984e-05
9696,2.5877945549359482e-05
8470,2.5876530896534058e-05
1628,2.5874860617979157e-05
1183,2.5869761248670985e-05
2647,2.585954351339351e-05
2439,2.585509114591774e-05
4230,2.585279033247803e-05
1790,2.584782615962789e-05
1805,2.5835073708198446e-05
1309,2.5832684481719425e-05
3045,2.5817492282497044e-05
6095,2.5812079193772264e-05
2309,2.581179457651018e-05
5006,2.5811651153488904e-05
5129,2.5804562657604406e-05
3109,2.5797094670578916e-05
4088,2.5796334108787818e-05
7444,2.5792523544497326e-05
554,2.5788590406804675e-05
1545,2.578780480755063e-05
6122,2.5781773201527736e-05
6036,2.577890571423482e-05
943,2.577626324592898e-05
2333,2.5773888437796397e-05
6310,2.5772658788538156e-05
7250,2.5770823285095004e-05
2137,2.577055257413338e-05
272,2.5768175106008145e-05
3917,2.576616035935753e-05
2008,2.576519225203613e-05
2012,2.576519225203613e-05
3164,2.5755152074365084e-05
1401,2.575379001860696e-05
3547,2.5753467502968862e-05
1481,2.5744854400855095e-05
4212,2.5737094870676786e-05
3154,2.5730396767531556e-05
2015,2.5720506155349385e-05
5945,2.5717464138551636e-05
6284,2.5715686135580597e-05
4096,2.5715218792241998e-05
2097,2.5709251976336397e-05
1938,2.5708390148780407e-05
2953,2.5704656579503836e-05
3174,2.570354024921769e-05
2789,2.5697729431042587e-05
2928,2.5696956966375723e-05
3020,2.5696906515089908e-05
2903,2.5684082105489616e-05
3795,2.56762458228046e-05
4993,2.567054881759272e-05
4560,2.566855575681827e-05
5609,2.566505395740064e-05
4990,2.5663776111398403e-05
276,2.5656681334275782e-05
3348,2.565581319094117e-05
9095,2.5653909800709386e-05
3206,2.5649351300620048e-05
5696,2.5640395013155356e-05
5961,2.5640107220647547e-05
4224,2.5638356581864975e-05
6560,2.563332691656352e-05
3400,2.562865278662279e-05
1744,2.5625207555744357e-05
1558,2.5624766173878665e-05
7529,2.562466010267811e-05
8897,2.561175207381787e-05
2694,2.5610056192348582e-05
3498,2.559878178724034e-05
3815,2.558354003646222e-05
6338,2.5579053248325796e-05
1074,2.5573116592467364e-05
2527,2.5572744252544784e-05
5510,2.5572587059674336e-05
3378,2.5571174481156848e-05
4115,2.5570134497687917e-05
3027,2.5562303063315102e-05
2859,2.555797104603937e-05
4477,2.5555566962631305e-05
4276,2.5555437095172456e-05
3327,2.5552448616458237e-05
6567,2.5530968824332914e-05
2901,2.5527067854471626e-05
3540,2.5522305473548916e-05
2718,2.551947814837951e-05
5693,2.5511255049008477e-05
3086,2.550326582593902e-05
3173,2.55008140749358e-05
6781,2.5498493478406283e-05
4256,2.549794367381903e-05
957,2.5491342927220566e-05
7107,2.5487834895139726e-05
4055,2.5485958082095597e-05
4416,2.5485866007464054e-05
6029,2.548403575582529e-05
4573,2.548173268161029e-05
2094,2.547930285629378e-05
4089,2.5471740700873832e-05
3423,2.546896625839321e-05
635,2.5468457027606597e-05
6043,2.5465699175095886e-05
6847,2.5458294832391343e-05
4681,2.5453566388663704e-05
5733,2.5453540421320753e-05
8975,2.5449693453074348e-05
4302,2.5448927889043396e-05
4184,2.54448963465605e-05
7439,2.5440159740223098e-05
1928,2.543687407137551e-05
8559,2.5419369871194187e-05
3157,2.5419241978953007e-05
3226,2.5418209372419073e-05
4249,2.5410587763619373e-05
5880,2.5406188450349252e-05
6841,2.5388033369464034e-05
6162,2.5380073126452892e-05
303,2.5377896870536982e-05
6032,2.5377547955652926e-05
4264,2.536878600732715e-05
3641,2.5368235425416895e-05
3270,2.5367602539283986e-05
5612,2.5366766810359232e-05
1819,2.5363005181932236e-05
1061,2.53616787947654e-05
533,2.536024485834876e-05
5362,2.535523619242051e-05
3318,2.5354785955836757e-05
6367,2.5339307849180334e-05
63,2.5337144176361603e-05
6088,2.533493282645584e-05
8914,2.5330043604609906e-05
3225,2.5328035653506987e-05
2315,2.5326187195632514e-05
286,2.5324519781587848e-05
670,2.5322419097638015e-05
1941,2.531313140943754e-05
4630,2.5308033196754382e-05
10440,2.5303184641932357e-05
1318,2.5292491890761034e-05
3478,2.5288183074260303e-05
5640,2.5272665299612708e-05
6722,2.5267289406913392e-05
1178,2.5265420180238066e-05
5303,2.5261888282894103e-05
657,2.5260353284297513e-05
905,2.5252138072838534e-05
4462,2.5249161689836882e-05
7894,2.5247021851358194e-05
5718,2.524605094452257e-05
2773,2.524492350212041e-05
7625,2.5243215698867854e-05
6725,2.524185440428892e-05
5075,2.5239239305180713e-05
2981,2.5232818222110432e-05
2254,2.522682019009325e-05
5755,2.5225641098028732e-05
998,2.5225288140182145e-05
7486,2.5224571600867083e-05
6711,2.522173238858315e-05
281,2.521975091914436e-05
4711,2.52188841806416e-05
6112,2.520956676327401e-05
3339,2.520677177849568e-05
2354,2.520560630218138e-05
7015,2.5201863791703412e-05
1944,2.520102260745444e-05
3889,2.5195142916817526e-05
4641,2.5188627348256084e-05
5066,2.5188320985499302e-05
1095,2.5185573575103615e-05
5347,2.5183657801039075e-05
7612,2.518136676605049e-05
6960,2.5165738983146167e-05
6293,2.51634081075096e-05
2066,2.5162194756298217e-05
3572,2.515693846287577e-05
2750,2.5155674418521157e-05
394,2.514871959456195e-05
439,2.513479999339734e-05
3607,2.5132998286464194e-05
4030,2.5122512982301986e-05
5288,2.512195876463754e-05
5214,2.51203779617591e-05
5319,2.5116765385170324e-05
2957,2.511581649491321e-05
1739,2.511208160123186e-05
1549,2.511110104094042e-05
7136,2.510940924920084e-05
7032,2.5104334941221614e-05
8350,2.5101610359255727e-05
3135,2.50961854344876e-05
619,2.508604788936952e-05
4916,2.5085966171186924e-05
8797,2.5080960078016617e-05
4034,2.507954821390268e-05
4340,2.5077986125647944e-05
1854,2.507288330617267e-05
2588,2.5066732438476657e-05
980,2.5063619484903852e-05
3224,2.5063151866768114e-05
1643,2.5060996169360682e-05
4285,2.5055773426428262e-05
3276,2.5052416686701138e-05
3826,2.5049286259628683e-05
3245,2.504100920716098e-05
8845,2.5040266369028313e-05
4120,2.503504862278175e-05
5336,2.503289425403306e-05
4652,2.5028555408513202e-05
4117,2.502693573998118e-05
4036,2.502629843238672e-05
2651,2.5026294704170962e-05
1706,2.502460412171155e-05
3707,2.5024426250003484e-05
1334,2.5023240647803477e-05
3299,2.5021283171382925e-05
1439,2.501800394504655e-05
1204,2.501725287831331e-05
2393,2.5015316953925156e-05
929,2.501102771021444e-05
2822,2.4998421820551196e-05
5231,2.4994023779198647e-05
3843,2.4993306616539853e-05
8804,2.4990988899391305e-05
1507,2.4988221802465817e-05
1510,2.4988221802465817e-05
1511,2.4988221802465817e-05
2257,2.49798737241738e-05
5032,2.4976708188283582e-05
1199,2.4968584152419337e-05
1902,2.4966873738209267e-05
7432,2.496654084615643e-05
1602,2.4963928414873746e-05
3945,2.495042418830633e-05
206,2.4942241498505702e-05
9109,2.493791229577504e-05
4113,2.4937620219394e-05
1871,2.4937307420358283e-05
611,2.4934841087655316e-05
2316,2.4931275106177895e-05
246,2.4927080064763244e-05
8361,2.4924371638633195e-05
4936,2.4923228169849475e-05
6643,2.492187922677699e-05
802,2.4921770633733938e-05
1525,2.4921391695011188e-05
6487,2.492131508867145e-05
5262,2.49201849522727e-05
2468,2.4917078387601788e-05
1655,2.4915698749116322e-05
6569,2.491375989790274e-05
6646,2.490189582850184e-05
837,2.489814882575946e-05
4356,2.4891545384053866e-05
1388,2.4888948770498353e-05
4138,2.4887454758810803e-05
3959,2.4886407202800398e-05
5195,2.4882554351416452e-05
2455,2.4877417444586547e-05
473,2.4876044611478096e-05
6160,2.48714923972619e-05
578,2.4866935625935847e-05
3687,2.486539080288204e-05
9068,2.486399905232895e-05
5913,2.4862858626844497e-05
3745,2.486232169203464e-05
4087,2.4847074978660732e-05
6580,2.48410114071331e-05
5156,2.4836149784940857e-05
3821,2.482691781758169e-05
705,2.4824294778337795e-05
7398,2.4822810696752185e-05
1586,2.4822279137716915e-05
1723,2.48132132478114e-05
1660,2.481225946785638e-05
4409,2.4810998012929295e-05
3738,2.480838264326085e-05
3963,2.4804248882768224e-05
1623,2.480213577967701e-05
3859,2.4802093303803567e-05
580,2.4801284796673564e-05
523,2.4799191114789695e-05
6440,2.4796226534349565e-05
3555,2.4792149261351708e-05
749,2.4787312322627743e-05
248,2.4779648650601657e-05
4822,2.4778539501605573e-05
313,2.4774737604559012e-05
6105,2.477367490346436e-05
2107,2.4758744474398055e-05
1999,2.47512942577391e-05
4468,2.474822597173182e-05
3752,2.4746902471338318e-05
4111,2.4744718101585796e-05
2337,2.4744621240660367e-05
4181,2.4741260597254475e-05
3124,2.473986209101934e-05
1685,2.4739165380683467e-05
5297,2.47322230603105e-05
5264,2.4730584752974956e-05
1541,2.471966428268053e-05
8309,2.4717734095960466e-05
5442,2.4715579582350998e-05
3453,2.4714676536246384e-05
5663,2.470745050057639e-05
3558,2.4704457528722007e-05
1546,2.4698919117955928e-05
4631,2.4695632313228754e-05
6833,2.469071824876349e-05
1794,2.468689794040009e-05
1246,2.4684626257936652e-05
6165,2.4680409695580366e-05
376,2.4670306864234167e-05
39,2.466854512537053e-05
4674,2.466459339354504e-05
2962,2.4662128956534394e-05
4977,2.4661937799795874e-05
1987,2.466025388391552e-05
4677,2.4657529181714166e-05
725,2.4645336369401637e-05
869,2.463953374814468e-05
5703,2.463617956760045e-05
3099,2.463581588600628e-05
7743,2.4634510342095577e-05
3087,2.4633435355631495e-05
3970,2.462418442270172e-05
914,2.462139599008276e-05
1520,2.4611341447652526e-05
2133,2.4610877078749265e-05
4135,2.4610074376035427e-05
2546,2.4595613843859312e-05
1746,2.4594172162833308e-05
6939,2.4587647538997043e-05
2995,2.4583094976241042e-05
4536,2.457864551971824e-05
2384,2.4578118659971447e-05
4122,2.4577667700433184e-05
3764,2.4571818589147705e-05
1564,2.4567573926478063e-05
3665,2.455892151110911e-05
5873,2.4554789465766068e-05
2067,2.455476611273307e-05
5257,2.455268177539861e-05
1514,2.455086093536561e-05
1601,2.4546354981182082e-05
306,2.4545453621678336e-05
3919,2.45454427404142e-05
894,2.4540478024358065e-05
4305,2.453815313577346e-05
5233,2.453023579830643e-05
4863,2.4528471139836857e-05
9547,2.4526136111943035e-05
5616,2.4523670967997304e-05
3984,2.451925293906934e-05
7185,2.451821314781797e-05
6730,2.451713125451659e-05
6732,2.451713125451659e-05
6733,2.451713125451659e-05
688,2.4511558610851094e-05
3557,2.4494885783195212e-05
2666,2.4492458182074125e-05
7485,2.4492213667100948e-05
524,2.448863528565187e-05
1631,2.4480313054971316e-05
3106,2.4473216939329227e-05
5184,2.4470857469662238e-05
6627,2.4462082713429964e-05
2969,2.44609305557597e-05
953,2.446056415384184e-05
3875,2.445254597977415e-05
4239,2.4449527737246524e-05
4825,2.444535925401147e-05
3531,2.4443964343339042e-05
5807,2.4436104864254664e-05
9615,2.4431252589152807e-05
5283,2.4427541885240152e-05
1458,2.4425617549764063e-05
612,2.4424489462488784e-05
2938,2.442375000340038e-05
1166,2.441696373435037e-05
5857,2.441405513158467e-05
4960,2.4412422789478994e-05
7397,2.4409856737007716e-05
3630,2.440894568871637e-05
